metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
checks,1677290126,0.000000,status code 200,,,,,,,,default,,,,,,,
http_reqs,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_duration,1677290126,231.122400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_blocked,1677290126,1765.312900,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_connecting,1677290126,185.507400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_tls_handshaking,1677290126,1579.805500,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_sending,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_waiting,1677290126,231.122400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_receiving,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_failed,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_reqs,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_duration,1677290126,255.692300,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_blocked,1677290126,1750.176100,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_connecting,1677290126,155.289700,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_tls_handshaking,1677290126,1594.185300,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_sending,1677290126,0.511900,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_waiting,1677290126,255.180400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_receiving,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_failed,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_reqs,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_duration,1677290126,234.320100,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_blocked,1677290126,1762.115200,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_connecting,1677290126,193.577200,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_tls_handshaking,1677290126,1568.538000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_sending,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_waiting,1677290126,234.320100,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_receiving,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_failed,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_reqs,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_duration,1677290126,231.122400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_blocked,1677290126,1765.312900,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_connecting,1677290126,195.182500,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_tls_handshaking,1677290126,1570.130400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_sending,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_waiting,1677290126,231.122400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_receiving,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_failed,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_reqs,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_duration,1677290126,176.235000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_blocked,1677290126,1814.860400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_connecting,1677290126,199.460200,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_tls_handshaking,1677290126,1615.400200,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_sending,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_waiting,1677290126,176.235000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_receiving,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_failed,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_reqs,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_duration,1677290126,227.271000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_blocked,1677290126,1764.342900,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_connecting,1677290126,195.356800,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_tls_handshaking,1677290126,1567.081600,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_sending,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_waiting,1677290126,227.271000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_receiving,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_failed,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_reqs,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_duration,1677290126,176.235000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_blocked,1677290126,1814.860400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_connecting,1677290126,197.327500,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_tls_handshaking,1677290126,1617.532900,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_sending,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_waiting,1677290126,176.235000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_receiving,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_failed,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_reqs,1677290126,1.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_duration,1677290126,181.748500,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_blocked,1677290126,1809.865400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_connecting,1677290126,197.327500,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_tls_handshaking,1677290126,1612.019400,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_sending,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_waiting,1677290126,181.748500,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
http_req_receiving,1677290126,0.000000,,,1401,false,,GET,https://test-api.k6.io/my/crocodiles/,HTTP/1.1,default,,401,,tls1.3,https://test-api.k6.io/my/crocodiles/,,
